"Tid (s)","Rörelsemängdsmoment (kg * m^2/s)","L/L0 – 1","Energi (J)","E/E0 – 1","Avstånd från analytisk lösning (m)","Hastighet (m/s)","V/V0 – 1","Delta hastighet (m/s)"
2.5,4000837.49910379,0.000209374775947735,-293698.485977386,-5.62249145649174E-05,3.03995836710774E-06,0.04066741937792,0.0166854844480004,0.000336168994993826
2.6,4000871.27810406,0.000217819526015406,-293697.840135558,-5.84237870367987E-05,3.42250091190045E-06,0.0407213425358988,0.0180335633974709,0.000336379218153898
2.7,4000905.09039048,0.00022627259761876,-293697.196053643,-6.06166676008213E-05,3.83588257336032E-06,0.0407773381464365,0.0194334536609133,0.000336598268124996
2.8,4000938.93730962,0.000234734327405839,-293696.553804885,-6.28033068854617E-05,4.2813030387506E-06,0.0408354031163691,0.0208850779092271,0.000336826174993379
2.9,4000972.82021421,0.000243205053553019,-293695.913463186,-6.49834532810978E-05,4.75996263359803E-06,0.0408955342761096,0.0223883569027403,0.000337062970119153
3,4001006.74046334,0.000251685115833844,-293695.275103133,-6.71568528461952E-05,5.27306233414365E-06,0.0409577283832684,0.0239432095817098,0.000337308686146615
3.1,4001040.69942271,0.000260174855678752,-293694.638800025,-6.93232492100515E-05,5.82180379743938E-06,0.0410219821263556,0.0255495531588901,0.000337563357015054
3.2,4001074.69846497,0.000268674616242581,-293694.004629904,-7.14823834756517E-05,6.40738939094479E-06,0.0410882921285628,0.0272073032140692,0.000337827017969998
3.3,4001108.73896987,0.000277184742466963,-293693.372669583,-7.36339941191932E-05,7.03102220758694E-06,0.0411566549516187,0.0289163737904665,0.000338099705574925
3.4,4001142.8223246,0.000285705581149154,-293692.742996678,-7.57778168918311E-05,7.69390610257964E-06,0.0412270670997155,0.0306766774928877,0.000338381457723454
3.5,4001176.94992402,0.000294237481005544,-293692.115689631,-7.79135847147616E-05,8.39724570886497E-06,0.0412995250235013,0.0324881255875313,0.000338672313652005
3.6,4001211.12317097,0.000302780792742041,-293691.490827751,-8.00410275777486E-05,9.1422464717301E-06,0.0413740251241337,0.0343506281033434,0.000338972313952945
3.7,4001245.34347648,0.000311335869119356,-293690.868491234,-8.21598724310979E-05,9.93011466805651E-06,0.0414505637573927,0.0362640939348169,0.000339281500588229
3.8,4001279.6122601,0.000319903065024718,-293690.248761205,-8.42698430818523E-05,1.07620574343564E-05,0.0415291372378452,0.0382284309461312,0.000339599916903544
3.9,4001313.93095016,0.000328482737540048,-293689.631719739,-8.63706600815473E-05,1.16392827966523E-05,0.0416097418430613,0.0402435460765314,0.000339927607642968
4,4001348.30098405,0.00033707524601323,-293689.017449905,-8.84620406171877E-05,1.25629996884507E-05,0.0416923738178739,0.0423093454468464,0.000340264618964128
4.1,4001382.72380852,0.0003456809521305,-293688.40603579,-9.05436983987817E-05,1.35344179869062E-05,0.0417770293786818,0.044425734467046,0.000340610998453919
4.2,4001417.20087995,0.000354300219988168,-293687.797562536,-9.26153435426569E-05,1.45547485326684E-05,0.0418637047177895,0.0465926179447387,0.000340966795144743
4.3,4001451.73366467,0.000362933416166333,-293687.192116377,-9.46766824569956E-05,1.56252031595098E-05,0.0419523960077806,0.0488099001945157,0.000341332059531282
4.4,4001486.32363922,0.000371580909804381,-293686.589784669,-9.6727417720599E-05,1.67469947192752E-05,0.0420430994059219,0.0510774851480482,0.000341706843587877
4.5,4001520.97229071,0.000380243072677144,-293685.990655928,-9.87672479639823E-05,1.79213371113202E-05,0.0421358110585937,0.0533952764648422,0.000342091200786422
4.6,4001555.68111708,0.000388920279269733,-293685.39481987,-0.00010079586774292,1.91494453095901E-05,0.0422305271057426,0.0557631776435652,0.00034248518611489
4.7,4001590.45162743,0.00039761290685747,-293684.802367439,-0.000102812967415877,2.04325353870837E-05,0.0423272436853543,0.0581810921338572,0.000342888856096407
4.8,4001625.28534234,0.000406321335584936,-293684.213390854,-0.000104818233012338,2.17718245496261E-05,0.0424259569379416,0.0606489234485401,0.00034330226880898
4.9,4001660.18379418,0.000415045948545245,-293683.627983642,-0.000106811346104907,2.31685311559516E-05,0.0425266630110458,0.0631665752761441,0.000343725483905797
5,4001695.14852745,0.000423787131863307,-293683.046240679,-0.00010879198367264,2.4623874752712E-05,0.042629358063747,0.065733951593675,0.000344158562636198
5.1,4001730.18109911,0.000432545274777096,-293682.468258229,-0.000110759817967154,2.61390761003525E-05,0.0427340382711816,0.0683509567795408,0.000344601567867264
5.2,4001765.28307889,0.000441320769723363,-293681.894133987,-0.000112714516372292,2.77153572007971E-05,0.0428406998290629,0.0710174957265723,0.000345054564106081
5.3,4001800.45604969,0.00045011401242312,-293681.323967118,-0.000114655741262237,2.93539413265727E-05,0.0429493389582024,0.0737334739550608,0.00034551761752268
5.4,4001835.70160787,0.000458925401967791,-293680.757858303,-0.000116583149855964,3.10560530509564E-05,0.04305995190903,0.0764987977257503,0.000345990795973647
5.5,4001871.02136363,0.000467755340908482,-293680.195909778,-0.000118496394069689,3.28229182764106E-05,0.0431725349661089,0.0793133741527214,0.000346474169026459
5.6,4001906.41694139,0.000476604235346789,-293679.638225385,-0.000120395120364658,3.46557642651068E-05,0.0432870844526441,0.0821771113161034,0.000346967807984538
5.7,4001941.8899801,0.000485472495024952,-293679.084910608,-0.000122278969592937,3.65558196678236E-05,0.0434035967349824,0.085089918374561,0.000347471785913029
5.8,4001977.44213368,0.000494360533420668,-293678.536072631,-0.000124147576838873,3.85243145560278E-05,0.0435220682271002,0.088051705677505,0.000347986177665356
5.9,4002013.07507136,0.000503268767840126,-293677.991820375,-0.000126000571256557,4.0562480446476E-05,0.0436424953950787,0.0910623848769676,0.00034851105991053
5.99999999999999,4002048.79047807,0.000512197619516819,-293677.452264555,-0.000127837575905398,4.26715503393416E-05,0.0437648747615644,0.0941218690391104,0.000349046511161258
6.09999999999999,4002084.59005483,0.000521147513708131,-293676.917517723,-0.000129658207579153,4.48527587460084E-05,0.0438892029102123,0.0972300727553068,0.000349592611802863
6.19999999999999,4002120.47551919,0.000530118879796371,-293676.387694323,-0.00013146207663528,4.71073417211395E-05,0.044015476490111,0.100386912252776,0.000350149444123046
6.29999999999999,4002156.44860556,0.00053911215139113,-293675.862910742,-0.000133248786814977,4.94365368922866E-05,0.0441436922201887,0.103592305504718,0.000350717092342472
6.39999999999999,4002192.51106573,0.000548127766432316,-293675.343285364,-0.000135017935062542,5.18415834912398E-05,0.0442738468935971,0.106846172339929,0.000351295642646263
6.49999999999999,4002228.66466919,0.000557166167296508,-293674.828938624,-0.00013676911133953,5.4323722392117E-05,0.0444059373820743,0.110148434551858,0.000351885183216355
6.59999999999999,4002264.91120363,0.000566227800906427,-293674.319993062,-0.000138501898434784,5.68841961367472E-05,0.0445399606402838,0.113499016007094,0.000352485804264793
6.69999999999999,4002301.25247535,0.000575313118837739,-293673.816573384,-0.000140215871769156,5.95242489762189E-05,0.0446759137101299,0.116897842753247,0.000353097598067968
6.79999999999999,4002337.69030974,0.000584422577434296,-293673.318806518,-0.000141910599195105,6.22451268915998E-05,0.0448137937250486,0.120344843126214,0.000353720659001799
6.89999999999999,4002374.22655169,0.000593556637922488,-293672.826821675,-0.000143585640793753,6.50480776421228E-05,0.0449535979142725,0.123839947856814,0.000354355083577926
6.99999999999999,4002410.8630661,0.000602715766525375,-293672.34075041,-0.000145240548662384,6.79343507876742E-05,0.0450953236070709,0.127383090176772,0.000355000970480928
7.09999999999999,4002447.60173834,0.000611900434585699,-293671.860726687,-0.000146874866702729,7.09051977319773E-05,0.0452389682369627,0.130974205924067,0.000355658420606543
7.19999999999999,4002484.44447473,0.000621111118683793,-293671.38688694,-0.000148488130397917,7.39618717503078E-05,0.0453845293459043,0.134613233647607,0.000356327537101015
7.29999999999999,4002521.39320306,0.000630348300764805,-293670.919370145,-0.000150079866588104,7.71056280287114E-05,0.0455320045884504,0.138300114711261,0.000357008425401499
7.39999999999999,4002558.44987305,0.000639612468262385,-293670.458317882,-0.000151649593237213,8.03377237011778E-05,0.0456813917358888,0.14203479339722,0.000357701193277619
7.49999999999999,4002595.61645693,0.000648904114231907,-293670.00387441,-0.000153196819196788,8.36594178842359E-05,0.0458326886803491,0.145817217008727,0.000358405950874179
7.59999999999999,4002632.89494991,0.000658223737477481,-293669.556186733,-0.000154721043960526,8.70719717095903E-05,0.0459858934388858,0.149647335972144,0.000359122810755077
7.69999999999999,4002670.28737077,0.000667571842692727,-293669.11540468,-0.000156221757415365,9.0576648370324E-05,0.0461410041575361,0.153525103938404,0.000359851887948422
7.79999999999999,4002707.79576237,0.000676948940593336,-293668.681680977,-0.00015769843958291,9.41747131489458E-05,0.0462980191153534,0.157450477883835,0.000360593299992955
7.89999999999999,4002745.42219224,0.000686355548061179,-293668.255171324,-0.000159150560358645,9.7867433463941E-05,0.0464569367284158,0.161423418210395,0.000361347166985712
7.99999999999999,4002783.16875315,0.000695792188287081,-293667.836034474,-0.000160577579237042,0.000101656078900909,0.0466177555538125,0.165443888845311,0.000362113611631069
8.09999999999999,4002821.03756367,0.000705259390918034,-293667.424432318,-0.000161978945037333,0.000105541921259857,0.0467804742936072,0.169511857340179,0.000362892759291129
8.19999999999999,4002859.03076883,0.000714757692207968,-293667.020529965,-0.000163354095616519,0.000109526234586224,0.0469450917987806,0.173627294969516,0.000363684738037534
8.29999999999999,4002897.15054068,0.000724287635170295,-293666.624495832,-0.000164702457575827,0.000113610295219428,0.0471116070731528,0.177790176828819,0.000364489678704712
8.39999999999999,4002935.39907895,0.000733849769736894,-293666.236501729,-0.000166023445960617,0.000117795381827168,0.047280019277286,0.182000481932149,0.00036530771494464
8.49999999999999,4002973.77861167,0.000743444652917757,-293665.85672295,-0.000167316463950073,0.000122082775450671,0.0474503277323708,0.18625819330927,0.000366138983283112
8.59999999999999,4003012.29139586,0.000753072848964642,-293665.485338369,-0.000168580902539683,0.000126473759547481,0.0476225319240956,0.190563298102391,0.000366983623177643
8.69999999999999,4003050.93971817,0.000762734929542264,-293665.122530536,-0.000169816140214385,0.000130969620031528,0.0477966315065017,0.194915787662541,0.000367841777076925
8.79999999999998,4003089.72589559,0.000772431473897273,-293664.76848577,-0.000171021542612726,0.000135571645316984,0.0479726263058249,0.199315657645622,0.000368713590482038
8.89999999999998,4003128.65227614,0.000782163069036113,-293664.423394269,-0.000172196462180918,0.000140281126365114,0.0481505163243268,0.203762908108171,0.000369599212009322
8.99999999999998,4003167.72123962,0.000791930309906208,-293664.087450207,-0.000173340237819453,0.000145099356724578,0.0483303017441161,0.208257543602902,0.000370498793455093
9.09999999999998,4003206.93519831,0.00080173379957782,-293663.760851846,-0.000174452194515728,0.000150027632580878,0.0485119829309619,0.212799573274047,0.000371412489862121
9.19999999999998,4003246.29659775,0.000811574149436778,-293663.443801643,-0.00017553164297035,0.000155067252802648,0.0486955604381027,0.217389010952568,0.000372340459588075
9.29999999999998,4003285.8079175,0.000821451979375221,-293663.136506366,-0.000176577879210105,0.000160219518984347,0.048881035010051,0.222025875251276,0.000373282864375834
9.39999999999998,4003325.47167197,0.000831367917991654,-293662.839177208,-0.000177590184190723,0.000165485735497832,0.0490684075863969,0.226710189659922,0.000374239869425862
9.49999999999998,4003365.29041117,0.000841322602793015,-293662.552029912,-0.000178567823387765,0.00017086720954078,0.0492576793056127,0.231441982640318,0.000375211643470653
9.59999999999998,4003405.26672162,0.000851316680404057,-293662.275284887,-0.000179510046375619,0.000176365251183858,0.0494488515088611,0.236221287721528,0.000376198358851249
9.69999999999998,4003445.40322712,0.000861350806779626,-293662.009167342,-0.000180416086396074,0.000181981173423423,0.0496419257438088,0.24104814359522,0.000377200191596041
9.79999999999998,4003485.70258969,0.000871425647423152,-293661.753907415,-0.000181285159909339,0.00018771629223051,0.0498369037684482,0.245922594211206,0.000378217321501774
9.89999999999998,4003526.16751045,0.000881541877612246,-293661.509740306,-0.000182116466138527,0.000193571926604587,0.0500337875549308,0.250844688873271,0.000379249932216908
9.99999999999998,4003566.80073051,0.000891700182628075,-293661.276906417,-0.000182909186594138,0.000199549398622384,0.0502325792934129,0.255814482335323,0.00038029821132743
10.1,4003607.60503196,0.000901901257989168,-293661.055651496,-0.000183662484589453,0.000205650033502938,0.0504332813959184,0.260832034897959,0.000381362350445096
10.2,4003648.58323878,0.000912145809694342,-293660.846226783,-0.000184375504738044,0.000211875159644499,0.0506358965002201,0.265897412505503,0.000382442545298302
10.3,4003689.73821789,0.000922434554471607,-293660.648889162,-0.000185047372437408,0.000218226108699189,0.0508404274737437,0.271010686843593,0.000383538995825598
10.4,4003731.07288012,0.000932768220030189,-293660.463901316,-0.000185677193337619,0.000224704215614277,0.0510468774174954,0.276171935437386,0.000384651906271884
10.5,4003772.59018129,0.000943147545322542,-293660.291531891,-0.000186264052792651,0.000231310818701394,0.0512552496700188,0.28138124175047,0.000385781485287542
10.6,4003814.29312325,0.000953573280812359,-293660.13205566,-0.000186807015294943,0.000238047259691722,0.0514655478113818,0.286638695284545,0.000386927946030389
10.7,4003856.18475499,0.00096404618874768,-293659.985753693,-0.000187305123894199,0.000244914883791362,0.0516777756671985,0.291944391679961,0.000388091506270732
10.8,4003898.26817378,0.00097456704344534,-293659.852913535,-0.000187757399596089,0.000251915039751807,0.051891937312688,0.297298432817199,0.000389272388499488
10.9,4003940.54652631,0.000985136631578065,-293659.733829388,-0.00018816284074441,0.000259049079926561,0.0521080370767747,0.302700926919369,0.000390470820039544
11,4003983.02300989,0.00099575575247135,-293659.628802297,-0.000188520422381266,0.000266318360337298,0.0523260795462327,0.308151988655818,0.000391687033160458
11.1,4004025.70087365,0.00100642521841166,-293659.538140346,-0.000188829095590259,0.000273724240735419,0.0525460695698774,0.313651739246935,0.000392921265196591
11.2,4004068.58341983,0.0010171458549566,-293659.462158852,-0.000189087786817699,0.000281268084675003,0.0527680122628097,0.319200306570244,0.000394173758668822
11.3,4004111.67400504,0.00102791850126027,-293659.401180577,-0.000189295397172051,0.000288951259575838,0.0529919130107147,0.324797825267867,0.000395444761409909
11.4,4004154.9760416,0.00103874401039983,-293659.355535935,-0.000189450801700963,0.000296775136794744,0.0532177774742189,0.330444436855472,0.000396734526693667
11.5,4004198.49299887,0.00104962324971836,-293659.325563217,-0.000189552848646302,0.000304741091696104,0.0534456115933111,0.336140289832779,0.000398043313368142
11.6,4004242.22840469,0.00106055710117348,-293659.311608809,-0.000189600358674547,0.000312850503722909,0.0536754215918296,0.341885539795739,0.000399371385992748
11.7,4004286.18584679,0.00107154646169683,-293659.314027432,-0.000189592124082982,0.000321104756473742,0.0539072139820194,0.347680349550485,0.000400719014979705
11.8,4004330.36897425,0.00108259224356311,-293659.33318238,-0.000189526907979465,0.000329505237773291,0.054140995569166,0.35352488922915,0.00040208647673982
11.9,4004374.78149907,0.00109369537476822,-293659.369445768,-0.000189403443435765,0.000338053339756543,0.0543767734563066,0.359419336407664,0.000403474053832775
12,4004419.42719769,0.00110485679942163,-293659.423198792,-0.000189220432614268,0.000346750458942766,0.0546145550490258,0.365363876225644,0.000404882035122068
12.1,4004464.30991258,0.00111607747814579,-293659.494831988,-0.000188976545864694,0.000355597996317119,0.054854348060339,0.371358701508475,0.000406310715934841
12.2,4004509.43355397,0.00112735838849165,-293659.584745514,-0.000188670420791626,0.000364597357413066,0.0550961605156684,0.37740401289171,0.000407760398226663
12.3,4004554.80210144,0.00113870052536069,-293659.693349426,-0.000188300661291163,0.000373749952398966,0.0553400007579157,0.383500018947891,0.000409231390751551
12.4,4004600.41960577,0.00115010490144307,-293659.821063973,-0.000187865836555723,0.000383057196164669,0.0555858774526371,0.389646936315928,0.000410724009237349
12.5,4004646.29019068,0.00116157254766946,-293659.968319901,-0.000187364480045527,0.000392520508402747,0.0558337995933257,0.395844989833142,0.000412238576566662
12.6,4004692.41805469,0.00117310451367114,-293660.13555876,-0.00018679508842534,0.000402141313712073,0.0560837765068042,0.402094412670106,0.000413775422963576
12.7,4004738.80747304,0.0011847018682587,-293660.323233235,-0.000186156120465686,0.000411921041681844,0.0563358178587367,0.408395446468419,0.000415334886186378
12.8,4004785.46279965,0.00119636569991233,-293660.53180747,-0.000185445995905531,0.00042186112698508,0.0565899336592612,0.414748341481529,0.000416917311726452
12.9,4004832.38846915,0.00120809711728653,-293660.761757421,-0.000184663094280002,0.000431963009484923,0.0568461342687505,0.421153356718764,0.000418523053013612
13,4004879.58899893,0.0012198972497337,-293661.013571209,-0.000183805753702693,0.000442228134327203,0.0571044304037072,0.42761076009268,0.000420152471628111
13.1,4004927.06899134,0.00123176724783591,-293661.287749489,-0.000182872269610113,0.000452657952044759,0.0573648331427964,0.43412082856991,0.000421805937519583
13.2,4004974.83313585,0.00124370828396225,-293661.584805835,-0.000181860893461727,0.000463253918663346,0.0576273539330248,0.440683848325621,0.000423483829233121
13.3,4005022.88621134,0.00125572155283571,-293661.90526713,-0.000180769831394145,0.000474017495809298,0.0578920045960704,0.447300114901759,0.000425186534142834
13.4,4005071.23308849,0.00126780827212158,-293662.24967398,-0.00017959724283001,0.000484950150820761,0.0581587973347693,0.453969933369232,0.00042691444869314
13.5,4005119.87873212,0.00127996968303079,-293662.618581134,-0.000178341239036262,0.000496053356859183,0.0584277447397672,0.460693618494181,0.00042866797864804
13.6,4005168.82820378,0.00129220705094513,-293663.012557924,-0.000176999881632445,0.000507328593028933,0.0586988597963408,0.467471494908521,0.000430447539348772
13.7,4005218.08666424,0.0013045216660601,-293663.432188717,-0.000175571181047607,0.000518777344491623,0.0589721558913965,0.474303897284913,0.000432253555980061
13.8,4005267.65937621,0.0013169148440515,-293663.878073384,-0.000174053094920579,0.000530401102595939,0.0592476468206538,0.481191170516345,0.000434086463845411
13.9,4005317.55170701,0.00132938792675352,-293664.350827789,-0.000172443526443966,0.000542201364998759,0.0595253467960202,0.488133669900506,0.000435946708651671
14,4005367.76913149,0.00134194228287177,-293664.851084292,-0.000170740322648189,0.000554179635796437,0.0598052704531656,0.495131761329141,0.000437834746803357
14.1,4005418.31723483,0.00135457930870664,-293665.37949227,-0.000168941272625123,0.000566337425657985,0.060087432859303,0.502185821482576,0.000439751045706965
14.2,4005469.20171564,0.00136730042890965,-293665.936718657,-0.000167044105686465,0.000578676251963784,0.0603718495211846,0.509296238029616,0.000441696084085876
14.3,4005520.42838903,0.00138010709725833,-293666.523448509,-0.000165046489454257,0.000591197638943118,0.0606585363933211,0.516463409833027,0.000443670352306028
14.4,4005572.00318983,0.00139300079745808,-293667.14038558,-0.000162946027882693,0.000603903117821783,0.0609475098864323,0.523687747160807,0.000445674352713007
14.5,4005623.93217587,0.00140598304396811,-293667.788252926,-0.000160740259208536,0.000616794226970843,0.0612387868761388,0.53096967190347,0.00044770859998085
14.6,4005676.22153144,0.00141905538286102,-293668.467793532,-0.000158426653822041,0.000629872512061969,0.0615323847119032,0.538309617797579,0.00044977362147317
14.7,4005728.87757081,0.00143221939270255,-293669.179770958,-0.000156002612063388,0.000643139526217877,0.0618283212262299,0.545708030655748,0.000451869957616931
14.8,4005781.90674186,0.0014454766854648,-293669.924970008,-0.000153465461933622,0.000656596830188016,0.062126614744135,0.553165368603374,0.0004539981622896
14.9,4005835.31562989,0.00145882890747129,-293670.704197434,-0.000150812456721217,0.000670245992503494,0.0624272840928939,0.560682102322347,0.000456158803220025
15,4005889.11096149,0.00147227774037129,-293671.518282654,-0.00014804077254027,0.000684088589657356,0.0627303486120796,0.56825871530199,0.000458352462403766
15.1,4005943.29960859,0.00148582490214677,-293672.368078502,-0.000145147505773213,0.000698126206280955,0.0630358281639009,0.575895704097523,0.00046057973653332
15.2,4005997.88859262,0.00149947214815516,-293673.254462014,-0.000142129670416824,0.000712360435325409,0.0633437431438524,0.583593578596309,0.000462841237444033
15.3,4006052.88508884,0.0015132212722091,-293674.17833523,-0.000138984195329428,0.000726792878254848,0.0636541144916876,0.59135286229219,0.000465137592576213
15.4,4006108.29643076,0.00152707410769026,-293675.140626036,-0.000135707921369632,0.000741425145237986,0.0639669637027288,0.59917409256822,0.000467469445454208
15.5,4006164.13011481,0.00154103252870152,-293676.14228904,-0.000132297598424258,0.000756258855350115,0.0642823128395236,0.607057820988089,0.0004698374561831
15.6,4006220.39380506,0.001555098451266,-293677.184306475,-0.000128749882324586,0.000771295636783836,0.0646001845438637,0.615004613596592,0.000472242301963873
15.7,4006277.09533823,0.00156927383455741,-293678.26768914,-0.0001250613316367,0.000786537127060185,0.0649206020491786,0.623015051229464,0.000474684677627724
15.8,4006334.24272873,0.00158356068218257,-293679.393477384,-0.000121228404330931,0.000801984973251711,0.0652435891933176,0.63108972983294,0.000477165296190432
15.9,4006391.84417403,0.00159796104350685,-293680.562742118,-0.000117247454318514,0.000817640832210934,0.0655691704317366,0.639229260793415,0.000479684889427597
16,4006449.9080601,0.00161247701502565,-293681.776585872,-0.000113114727850694,0.000833506370808626,0.0658973708511028,0.647434271277571,0.000482244208471703
16.1,4006508.44296714,0.00162711074178423,-293683.036143903,-0.000108826359772496,0.000849583266172606,0.0662282161833353,0.655705404583383,0.000484844024431929
16.2,4006567.45767543,0.0016418644188565,-293684.342585327,-0.00010437836963284,0.000865873205950874,0.0665617328200963,0.664043320502408,0.000487485129037731
16.3,4006626.96117145,0.00165674029286333,-293685.697114318,-9.9766657629341E-05,0.000882377888561164,0.0668979478277517,0.672448695693793,0.000490168335307228
16.4,4006686.96265425,0.0016717406635629,-293687.100971343,-9.49870003970066E-05,0.000899099023469116,0.0672368889628178,0.680922224070446,0.000492894478241537
16.5,4006747.47154195,0.001686867885488,-293688.555434446,-9.00350466218613E-05,0.000916038331465099,0.0675785846879137,0.689464617197843,0.000495664415546175
16.6,4006808.49747859,0.0017021243696469,-293690.061820597,-8.49063124743754E-05,0.000933197544951554,0.067923064188238,0.698076604705949,0.000498479028380781
16.7,4006870.05034117,0.00171751258529196,-293691.621487079,-7.95961768593756E-05,0.000950578408249119,0.0682703573885909,0.706758934714771,0.000501339222138458
16.8,4006932.14024699,0.00173303506174638,-293693.23583295,-7.40998764646728E-05,0.000968182677900012,0.0686204949709625,0.715512374274063,0.000504245927256001
16.9,4006994.77756124,0.00174869439031045,-293694.90630055,-6.84125006082947E-05,0.000986012122993304,0.0689735083927094,0.724337709817734,0.000507200100056596
17,4007057.97290492,0.00176449322623107,-293696.634377083,-6.25289858683376E-05,0.0010040685254983,0.0693294299053421,0.733235747633552,0.000510202723626289
17.1,4007121.737163,0.00178043429074948,-293698.421596256,-5.64441104879965E-05,0.00102235368060751,0.0696882925739485,0.742207314348714,0.000513254808725979
17.2,4007186.08149293,0.00179652037323264,-293700.269539996,-5.01524885430094E-05,0.0010408693970973,0.0700501302972775,0.751253257431937,0.00051635739474046
17.3,4007251.01733352,0.00181275433337968,-293702.179840233,-4.36485638655171E-05,0.00105961749769863,0.0704149778285087,0.760374445712717,0.00051951155066639
17.4,4007316.55641408,0.00182913910351878,-293704.154180762,-3.69266037042459E-05,0.00107859981948162,0.0707828707967371,0.769571769918429,0.000522718376140869
17.5,4007382.71076399,0.00184567769099675,-293706.194299185,-2.99806921143508E-05,0.00109781821425696,0.0711538457291998,0.778846143229995,0.000525979002512697
17.6,4007449.49272261,0.00186237318065285,-293708.301988936,-2.28047230629302E-05,0.00111727454898938,0.0715279400742748,0.788198501856869,0.000529294593958361
17.7,4007516.91494963,0.00187922873740765,-293710.479101392,-1.5392393234781E-05,0.00113697070623168,0.0719051922252845,0.797629805632112,0.000532666348644784
17.8,4007584.99043575,0.00189624760893814,-293712.727548082,-7.73719452329402E-06,0.00115690858457106,0.0722856415451349,0.807141038628374,0.000536095499941226
17.9,4007653.7325139,0.00191343312847403,-293715.049302987,1.67593805722177E-07,0.00117709009909453,0.072669328391826,0.816733209795649,0.000539583317682724
