"tid","Rörelsemängdsmoment (kg * m^2/s)","Förändring rörelsemängdsmoment","energi (J)","förändring energi","avstånd från analytisk lösning (m)","hastighet(m/s)","Hastighet jfr början","delta hastighet"
15.6999999999767,4000006.28531918,1.57132979561325E-06,-293714.963736767,-1.23730162449043E-07,7.90195975564072E-07,0.0649420429983752,0.62355107495938,0.000321541595868155
15.7999999999765,4000006.34264884,1.58566221064582E-06,-293714.9648776,-1.19846014556835E-07,8.05712654180726E-07,0.0652661788540503,0.631654471351258,0.000324135855675131
15.8999999999763,4000006.40043673,1.60010918226483E-06,-293714.966062457,-1.15811977563496E-07,8.21438623357497E-07,0.0655929339131596,0.63982334782899,0.000326755059109257
15.999999999976,4000006.45869136,1.61467283943395E-06,-293714.967292462,-1.1162422597355E-07,8.37375574539229E-07,0.0659223337649103,0.648058344122758,0.00032939985175072
16.0999999999758,4000006.5174214,1.62935535108488E-06,-293714.968568774,-1.07278818939349E-07,8.53525215548692E-07,0.0662544046586202,0.656360116465505,0.000332070893709874
16.1999999999756,4000006.57663579,1.64415894765568E-06,-293714.969892581,-1.02771703924809E-07,8.69889263916504E-07,0.0665891735187181,0.664729337967952,0.000334768860097881
16.2999999999754,4000006.63634362,1.65908590421537E-06,-293714.971265111,-9.80987026055757E-08,8.86469451428867E-07,0.0669266679602341,0.673166699005852,0.000337494441516026
16.3999999999751,4000006.69655424,1.67413855955978E-06,-293714.97268763,-9.32555108690281E-08,9.03267524999724E-07,0.0672669163047972,0.681672907619931,0.000340248344563143
16.4999999999749,4000006.75727719,1.6893192966716E-06,-293714.97416144,-8.82376850475097E-08,9.20285230313288E-07,0.0676099475971608,0.69024868992902,0.000343031292363571
16.5999999999747,4000006.81852226,1.70463056470282E-06,-293714.975687885,-8.30406590157651E-08,9.37524338200348E-07,0.0679557916222754,0.698894790556886,0.000345844025114617
16.6999999999744,4000006.88029949,1.72007487209136E-06,-293714.977268347,-7.76597192109207E-08,9.54986634734897E-07,0.0683044789229319,0.707611973073297,0.000348687300656444
16.7999999999742,4000006.94261913,1.73565478145399E-06,-293714.978904257,-7.20900031891958E-08,9.72673905346794E-07,0.0686560408179956,0.716401020449889,0.000351561895063704
16.899999999974,4000007.00549172,1.75137292890426E-06,-293714.980597083,-6.63265022904369E-08,9.90587964037941E-07,0.0690105094212561,0.725262735531403,0.000354468603260563
16.9999999999737,4000007.06892802,1.76723200628892E-06,-293714.982348346,-6.03640458729515E-08,1.00873062648587E-06,0.069367917660916,0.734197941522901,0.000357408239659907
17.0999999999735,4000007.13293912,1.78323478050579E-06,-293714.984159611,-5.41973016465747E-08,1.02710372776422E-06,0.0697282992997447,0.743207482493618,0.000360381638828677
17.1999999999733,4000007.19753633,1.79938408351177E-06,-293714.986032493,-4.78207738963121E-08,1.0457091200122E-06,0.070091688955923,0.752292223898075,0.00036338965617827
17.299999999973,4000007.26273128,1.81568281942823E-06,-293714.98796866,-4.12287816109469E-08,1.06454866651064E-06,0.0704581221246071,0.761453053115178,0.000366433168684108
17.3999999999728,4000007.32853587,1.8321339676497E-06,-293714.989969832,-3.44154711395817E-08,1.08362424876354E-06,0.0708276352002409,0.770690880006024,0.000369513075633848
17.4999999999726,4000007.39496234,1.84874058417606E-06,-293714.992037785,-2.73747923218437E-08,1.10293776265109E-06,0.0712002654996463,0.780006637491158,0.000372630299405388
17.5999999999723,4000007.46202323,1.86550580738576E-06,-293714.99417435,-2.01005107003382E-08,1.12249112241404E-06,0.071576051285923,0.789401282148074,0.000375785786276645
17.6999999999721,4000007.52973141,1.88243285337286E-06,-293714.996381424,-1.25861744360023E-08,1.14228625690648E-06,0.0719550317931915,0.798875794829788,0.000378980507268534
17.7999999999719,4000007.59810009,1.89952502260837E-06,-293714.998660958,-4.82513273780683E-09,1.16232511224338E-06,0.0723372472522152,0.80843118130538,0.000382215459023699
17.8999999999716,4000007.66714283,1.91678570682363E-06,-293715.001014974,3.18949533451018E-09,1.18260965612597E-06,0.0727227389169344,0.818068472923359,0.000385491664719143
17.9999999999714,4000007.73687354,1.93421838456942E-06,-293715.003445559,1.14648115445704E-08,1.2031418699757E-06,0.0731115490919542,0.827788727298856,0.000388810175019877
18.0999999999712,4000007.80730654,1.95182663431659E-06,-293715.005954866,2.00081518020312E-08,1.22392375857276E-06,0.0735037211610243,0.837593029025606,0.000392172069070024
18.1999999999709,4000007.87845649,1.96961412379792E-06,-293715.008545125,2.88271040371768E-08,1.24495734516603E-06,0.0738992996165505,0.847482490413762,0.000395578455526235
18.2999999999707,4000007.95033849,1.98758462244264E-06,-293715.011218639,3.79295128638546E-08,1.26624466768756E-06,0.0742983300901864,0.857458252254659,0.000399030473635875
18.3999999999705,4000008.02296804,2.00574201003612E-06,-293715.013977788,4.73234815778767E-08,1.28778779582712E-06,0.0747008593845464,0.867521484613661,0.000402529294360077
18.4999999999702,4000008.09636107,2.02409026694994E-06,-293715.016825036,5.70173936953466E-08,1.30958881084601E-06,0.0751069355060917,0.877673387652292,0.000406076121545237
18.59999999997,4000008.17053397,2.04263349190548E-06,-293715.019762928,6.70199225005774E-08,1.33164982054855E-06,0.075516607699236,0.8879151924809,0.00040967219314432
18.6999999999698,4000008.24550356,2.06137589109368E-06,-293715.022794101,7.73400372633404E-08,1.3539729570909E-06,0.0759299264817287,0.898248162043217,0.000413318782492691
18.7999999999695,4000008.32128719,2.08032179838114E-06,-293715.025921279,8.79870190040322E-08,1.37656037517053E-06,0.0763469436813665,0.908673592034163,0.00041701719963784
18.8999999999693,4000008.39790266,2.09947566598423E-06,-293715.029147285,9.8970473816351E-08,1.39941424989772E-06,0.0767677124740955,0.919192811852386,0.000420768792728926
18.9999999999691,4000008.47536829,2.11884207224067E-06,-293715.03247504,1.10300351074955E-07,1.42253678678984E-06,0.0771922874235612,0.92980718558903,0.000424574949465753
19.0999999999688,4000008.55370294,2.13842573404399E-06,-293715.035907567,1.21986943213415E-07,1.44593021392635E-06,0.0776207245221773,0.940518113054432,0.000428437098616063
19.1999999999686,4000008.63292603,2.15823150861993E-06,-293715.039447998,1.34040909260946E-07,1.46959678789466E-06,0.0780530812337729,0.951327030844322,0.000432356711595597
19.2999999999684,4000008.71305756,2.17826438886348E-06,-293715.043099576,1.46473297490957E-07,1.49353879059622E-06,0.0784894165378952,0.962235413447379,0.000436335304122293
19.3999999999681,4000008.79411808,2.19852951999222E-06,-293715.046865664,1.59295547419447E-07,1.51775853412943E-06,0.0789297909758416,0.973244774396039,0.000440374437946395
19.4999999999679,4000008.87612882,2.21903220443131E-06,-293715.050749741,1.72519513119695E-07,1.54225836321645E-06,0.0793742666984985,0.984356667462462,0.000444475722656906
19.5999999999677,4000008.95911163,2.23977790692054E-06,-293715.054755416,1.86157480763782E-07,1.56704065529157E-06,0.0798229075160712,0.99557268790178,0.000448640817572746
19.6999999999674,4000009.04308899,2.26077224629861E-06,-293715.058886434,2.00222196600208E-07,1.59210781292364E-06,0.0802757789497916,1.00689447374479,0.0004528714337204
19.7999999999672,4000009.12808411,2.28202102836583E-06,-293715.063146673,2.14726865843673E-07,1.6174622700149E-06,0.0807329482856979,1.01832370714245,0.00045716933590631
19.899999999967,4000009.21412091,2.30353022723229E-06,-293715.067540159,2.29685194641505E-07,1.64310650071878E-06,0.0811944846305782,1.02986211576446,0.000461536344880276
19.9999999999667,4000009.30122405,2.32530601351755E-06,-293715.072071065,2.45111393626374E-07,1.66904301406611E-06,0.0816604589701878,1.04151147425469,0.000465974339609557
20.0000999999667,4000009.3013117,2.32532792465712E-06,-293715.072075666,2.45127058873251E-07,1.66906909721889E-06,0.0816609271899238,1.0415231797481,4.68219736052267E-07
20.0000999999667,4000009.3013117,2.32532792465712E-06,-293715.072075666,2.45127058873251E-07,1.66906909721889E-06,0.0816609271899238,1.0415231797481,0

"Tidssteg","Steg per frame","p1","p2"
0.0001,1000,"{Massa: 100000000, Position: {X: 1, Y: 0, Z: 0}, Hastighet: {X: 0, Y: -0.02, Z: 0}}","{Massa: 100000000, Position: {X: -1, Y: 0, Z: 0}, Hastighet: {X: 0, Y: 0.02, Z: 0}}"
